BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT JABALPUR,JABALPUR,2024,FIRST,PRIVATE,CSEITCS,379016,1380882,UR/X/OP,PR
BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT JABALPUR,JABALPUR,2024,FIRST,PRIVATE,EC,1395744,1395744,EWS,PR
BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT JABALPUR,JABALPUR,2024,FIRST,PRIVATE,EC,394056,475176,FW/OP,PR
BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT JABALPUR,JABALPUR,2024,FIRST,PRIVATE,EC,576263,1403036,UR/X/OP,PR
BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT JABALPUR,JABALPUR,2024,FIRST,PRIVATE,MECH,1037594,1363784,FW/OP,PR
BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT JABALPUR,JABALPUR,2024,FIRST,PRIVATE,MECH,747903,1385939,UR/X/OP,PR
Bagulamukhi College of Technology Bhopal (2009),BHOPAL,2024,FIRST,PRIVATE,CSE,488379,1266095,UR/X/OP,PR
Bansal College of Engineering Obedullaganj Raisen (2002),RAISEN,2024,FIRST,PRIVATE,CE,1015964,1133666,FW/OP,PR
Bansal College of Engineering Obedullaganj Raisen (2002),RAISEN,2024,FIRST,PRIVATE,CE,1131143,1131143,UR/X/OP,PR
Bansal College of Engineering Obedullaganj Raisen (2002),RAISEN,2024,FIRST,PRIVATE,CSE,1246676,1246676,EWS,PR
Bansal College of Engineering Obedullaganj Raisen (2002),RAISEN,2024,FIRST,PRIVATE,CSE,335783,787489,FW/OP,PR
Bansal College of Engineering Obedullaganj Raisen (2002),RAISEN,2024,FIRST,PRIVATE,CSE,403809,1413362,UR/X/OP,PR
Bansal College of Engineering Obedullaganj Raisen (2002),RAISEN,2024,FIRST,PRIVATE,CSEIML,995898,1229978,EWS,PR
Bansal College of Engineering Obedullaganj Raisen (2002),RAISEN,2024,FIRST,PRIVATE,CSEIML,542921,856312,FW/OP,PR
Bansal College of Engineering Obedullaganj Raisen (2002),RAISEN,2024,FIRST,PRIVATE,CSEIML,470344,1401321,UR/X/OP,PR
Bansal College of Engineering Obedullaganj Raisen (2002),RAISEN,2024,FIRST,PRIVATE,EC,993980,1390283,FW/OP,PR
Bansal College of Engineering Obedullaganj Raisen (2002),RAISEN,2024,FIRST,PRIVATE,EC,1052105,1052105,UR/X/OP,PR
Bansal College of Engineering Obedullaganj Raisen (2002),RAISEN,2024,FIRST,PRIVATE,ELECT ELEX,1064213,1147009,FW/OP,PR
Bansal College of Engineering Obedullaganj Raisen (2002),RAISEN,2024,FIRST,PRIVATE,MECH,949455,949455,FW/OP,PR
Bansal College of Engineering Obedullaganj Raisen (2002),RAISEN,2024,FIRST,PRIVATE,MECH,1242701,1287304,UR/X/OP,PR
Bansal Institute of Research & Technology Bhopal (2007),BHOPAL,2024,FIRST,PRIVATE,CE,836016,1180150,FW/OP,PR
Bansal Institute of Research & Technology Bhopal (2007),BHOPAL,2024,FIRST,PRIVATE,CE,689497,1395045,UR/X/OP,PR
Bansal Institute of Research & Technology Bhopal (2007),BHOPAL,2024,FIRST,PRIVATE,CSE,1082330,1123571,EWS,PR
Bansal Institute of Research & Technology Bhopal (2007),BHOPAL,2024,FIRST,PRIVATE,CSE,394751,617943,FW/OP,PR
Bansal Institute of Research & Technology Bhopal (2007),BHOPAL,2024,FIRST,PRIVATE,CSE,439129,1393379,UR/X/OP,PR
Bansal Institute of Research & Technology Bhopal (2007),BHOPAL,2024,FIRST,PRIVATE,CSEDS,596835,748923,FW/OP,PR
Bansal Institute of Research & Technology Bhopal (2007),BHOPAL,2024,FIRST,PRIVATE,CSEDS,697814,1389504,UR/X/OP,PR
Bansal Institute of Research & Technology Bhopal (2007),BHOPAL,2024,FIRST,PRIVATE,EC,940027,994989,FW/OP,PR
Bansal Institute of Research & Technology Bhopal (2007),BHOPAL,2024,FIRST,PRIVATE,EC,1035521,1311137,UR/X/OP,PR
Bansal Institute of Research & Technology Bhopal (2007),BHOPAL,2024,FIRST,PRIVATE,ELECT ELEX,825138,1412285,UR/X/OP,PR
Bansal Institute of Research & Technology Bhopal (2007),BHOPAL,2024,FIRST,PRIVATE,MECH,1291410,1392549,FW/OP,PR
Bansal Institute of Research & Technology Bhopal (2007),BHOPAL,2024,FIRST,PRIVATE,MECH,1036888,1391772,UR/X/OP,PR
Bansal Institute of Research Technology & Science Bhopal (2008),BHOPAL,2024,FIRST,PRIVATE,CE,1210807,1210807,FW/OP,PR
Bansal Institute of Research Technology & Science Bhopal (2008),BHOPAL,2024,FIRST,PRIVATE,CSE,1279398,1279398,EWS,PR
Bansal Institute of Research Technology & Science Bhopal (2008),BHOPAL,2024,FIRST,PRIVATE,CSE,419082,879389,FW/OP,PR
Bansal Institute of Research Technology & Science Bhopal (2008),BHOPAL,2024,FIRST,PRIVATE,CSE,516345,1388736,UR/X/OP,PR
Bansal Institute of Research Technology & Science Bhopal (2008),BHOPAL,2024,FIRST,PRIVATE,CSEDS,763950,882969,FW/OP,PR
Bansal Institute of Research Technology & Science Bhopal (2008),BHOPAL,2024,FIRST,PRIVATE,CSEDS,410929,1414367,UR/X/OP,PR
Bansal Institute of Research Technology & Science Bhopal (2008),BHOPAL,2024,FIRST,PRIVATE,CSEIML,1400216,1400216,EWS,PR
Bansal Institute of Research Technology & Science Bhopal (2008),BHOPAL,2024,FIRST,PRIVATE,CSEIML,526306,591552,FW/OP,PR
Bansal Institute of Research Technology & Science Bhopal (2008),BHOPAL,2024,FIRST,PRIVATE,CSEIML,592541,1407677,UR/X/OP,PR
Bansal Institute of Science & Technology Bhopal (2000),BHOPAL,2024,FIRST,PRIVATE,CE,709421,715065,FW/OP,PR
Bansal Institute of Science & Technology Bhopal (2000),BHOPAL,2024,FIRST,PRIVATE,CE,470656,1294631,UR/X/OP,PR
Bansal Institute of Science & Technology Bhopal (2000),BHOPAL,2024,FIRST,PRIVATE,CSE,178807,1211366,EWS,PR
Bansal Institute of Science & Technology Bhopal (2000),BHOPAL,2024,FIRST,PRIVATE,CSE,305620,375023,FW/OP,PR
Bansal Institute of Science & Technology Bhopal (2000),BHOPAL,2024,FIRST,PRIVATE,CSE,290671,1415069,UR/X/OP,PR
Bansal Institute of Science & Technology Bhopal (2000),BHOPAL,2024,FIRST,PRIVATE,CSEIML,1014265,1014265,EWS,PR
Bansal Institute of Science & Technology Bhopal (2000),BHOPAL,2024,FIRST,PRIVATE,CSEIML,341724,469519,FW/OP,PR
Bansal Institute of Science & Technology Bhopal (2000),BHOPAL,2024,FIRST,PRIVATE,CSEIML,510134,1388397,UR/X/OP,PR
Bansal Institute of Science & Technology Bhopal (2000),BHOPAL,2024,FIRST,PRIVATE,EC,504140,907084,FW/OP,PR
Bansal Institute of Science & Technology Bhopal (2000),BHOPAL,2024,FIRST,PRIVATE,EC,800408,1391918,UR/X/OP,PR
Bansal Institute of Science & Technology Bhopal (2000),BHOPAL,2024,FIRST,PRIVATE,ELECT ELEX,654393,654393,EWS,PR
Bansal Institute of Science & Technology Bhopal (2000),BHOPAL,2024,FIRST,PRIVATE,ELECT ELEX,1304092,1304092,FW/OP,PR
Bansal Institute of Science & Technology Bhopal (2000),BHOPAL,2024,FIRST,PRIVATE,ELECT ELEX,1060567,1344538,UR/X/OP,PR
Bansal Institute of Science & Technology Bhopal (2000),BHOPAL,2024,FIRST,PRIVATE,IT,968818,968818,EWS,PR
Bansal Institute of Science & Technology Bhopal (2000),BHOPAL,2024,FIRST,PRIVATE,IT,361456,535249,FW/OP,PR
Bansal Institute of Science & Technology Bhopal (2000),BHOPAL,2024,FIRST,PRIVATE,IT,638594,1399410,UR/X/OP,PR
Bansal Institute of Science & Technology Bhopal (2000),BHOPAL,2024,FIRST,PRIVATE,MECH,920773,1335556,EWS,PR
Bansal Institute of Science & Technology Bhopal (2000),BHOPAL,2024,FIRST,PRIVATE,MECH,685306,903412,FW/OP,PR
Bansal Institute of Science & Technology Bhopal (2000),BHOPAL,2024,FIRST,PRIVATE,MECH,657770,1295986,UR/X/OP,PR
Bethesda Institute of Technology and Science Gwalior (2011),GWALIOR,2024,FIRST,PRIVATE,CSE,362670,622337,UR/X/OP,PR
Bhopal Institute of Technology & Management Bhopal (2009),BHOPAL,2024,FIRST,PRIVATE,CSE,409742,409742,EWS,PR
Bhopal Institute of Technology & Management Bhopal (2009),BHOPAL,2024,FIRST,PRIVATE,CSE,305595,1217350,UR/X/OP,PR
Bhopal Institute of Technology & Science Bhopal (2002),BHOPAL,2024,FIRST,PRIVATE,CSE,306214,306214,EWS,PR
Bhopal Institute of Technology & Science Bhopal (2002),BHOPAL,2024,FIRST,PRIVATE,CSE,382123,1029166,FW/OP,PR
Bhopal Institute of Technology & Science Bhopal (2002),BHOPAL,2024,FIRST,PRIVATE,CSE,137809,1246951,UR/X/OP,PR
Bhopal Institute of Technology & Science Bhopal (2002),BHOPAL,2024,FIRST,PRIVATE,ELECT ELEX,1220893,1220893,UR/X/OP,PR
Bhopal Institute of Technology Bhopal (2007),BHOPAL,2024,FIRST,PRIVATE,CSE,119448,994884,UR/X/OP,PR
BM College of Technology Indore (2007),INDORE,2024,FIRST,PRIVATE,CSE,436310,436310,EWS,PR
BM College of Technology Indore (2007),INDORE,2024,FIRST,PRIVATE,CSE,440978,1386083,FW/OP,PR
BM College of Technology Indore (2007),INDORE,2024,FIRST,PRIVATE,CSE,887781,1178542,UR/X/OP,PR
Chameli Devi Group of Institutions Indore (2006),INDORE,2024,FIRST,PRIVATE,AIADS,546046,1393533,EWS,PR
Chameli Devi Group of Institutions Indore (2006),INDORE,2024,FIRST,PRIVATE,AIADS,373098,450086,FW/OP,PR
Chameli Devi Group of Institutions Indore (2006),INDORE,2024,FIRST,PRIVATE,AIADS,456345,1388653,UR/X/OP,PR
Chameli Devi Group of Institutions Indore (2006),INDORE,2024,FIRST,PRIVATE,CE,1287472,1287472,EWS,PR
Chameli Devi Group of Institutions Indore (2006),INDORE,2024,FIRST,PRIVATE,CE,747687,747687,FW/OP,PR
